Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Bermuda,BMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Canada,CAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,36802.0730904932
United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,51484.941242542
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/16/2019,,,,
